Name,Price (new),Price (old),Price (original),Description,Sold,Discount,Discount Rate,Rating,Review Count,Author,Công ty phát hành,Loại bìa,Số trang,Nhà xuất bản,Ngày xuất bản,Kích thước,Phương thức giao hàng Seller Delivery,Bookcare,Dịch Giả,Ngôn ngữ,ISBN-13,Thương hiệu,Xuất xứ thương hiệu,Xuất xứ (Made in),Sản phẩm có được bảo hành không?,Hình thức bảo hành,Thời gian bảo hành,Chất liệu,Phiên bản sách,ISBN-10
MBA CƠ BẢN - Khóa Học Quản Trị Kinh Doanh Cấp Tốc Cho Người Bận Rộn - Tom Gorman (bìa mềm),207000,269000,269000,MBA CƠ BẢN - Khóa Học Quản Trị Kinh Doanh Cấp Tốc Cho Người Bận Rộn - Tom Gorman (bìa mềm) - Giá bìa: 269.000đNHỮNG KỸ NĂNG VÀ BÀI HỌC QUAN TRỌNG NHÂT CỦA CHƯƠNG TRÌNH MBA ĐỀU Ở ĐÂY!Nếu được trang ...,2,62000,23,0.0,0,Tom Gorman,Alpha Books,Bìa mềm,508,Nhà Xuất Bản Tổng hợp TP.HCM,2024-06-01 00:00:00,<p>16x24cm</p>,,,Trần Thị Thái Hà,,,,,,,,,,,
Combo DINO tập vẽ - 4 bước tập vẽ đơn giản cho bé (5 cuốn),132000,180000,180000,"Combo DINO tập vẽ - 4 bước tập vẽ đơn giản cho bé (5 cuốn)Lời nói đầu/Giới thiệu sáchBộ sách Dino học vẽ trở nên thật đơn giản với 4 bước vẽ bạn sẽ dễ dàng thao tác và ghi nhớ cách vẽ, để từ đó thỏ...",30,48000,27,5.0,7,Little Rainbow,Megabook,Bìa mềm,,Nhà Xuất Bản Thanh Niên,2024-04-04 00:00:00,19*26.5 cm,,,,,,,,,,,,,,
Trong Đầu Có Giấu Con Voi,141000,215000,215000,"Nội dung giới thiệu cuốn ""Trong đầu có giấu con voi"":Con người là loài động vật đầy toan tính. Bộ não của chúng ta được thiết kế không phải chỉ để săn bắt và hái lượm, mà còn để đạt được thứ bậc cao ...",246,74000,34,4.5,13,Robin Hanson,Công ty Cổ phần Văn hóa và Công nghệ Tuệ Tri,Bìa mềm,523,Nhà Xuất Bản Dân Trí,2024-02-01 00:00:00,14.5x20.5cm,,Có,Trọng Nghĩa - Phương Hạ,,,,,,,,,,,
Sách 38 Bức Thư Rockefeller Gửi Cho Con Trai,66200,138000,138000,"Sách 38 Bức Thư Rockefeller Viết Cho Con TraiNGƯỜI SỐNG TRÊN ĐỜI, NHƯ THẾ NÀO LÀ THIỆN, LẠI NHƯ THẾ NÀO LÀ ÁC? THẾ NÀO LÀ SỰ THIÊN LỆCH, MÀ THẾ NÀO MỚI LÀ CHÍNH ĐÍNH?Có người khởi tâm ác mà thực ra ...",868,71800,52,5.0,52,Thanh Hương,CÔNG TY TNHH PHÁT HÀNH S BOOKS,,,Nhà Xuất Bản Văn Học,,,Nhà bán giao hàng cho khách hàng,,,,,,,,,,,,,
Naval Ravikant - Để thịnh vượng và hạnh phúc,172260,198000,198000,"""Giàu có không đến nhờ may mắn, hạnh phúc cũng vậy.Hạnh phúc, giàu có, sự thịnh vượng là những điều nằm trong tầm với của TẤT CẢ MỌI NGƯỜI đơn giản bởi vì chúng là kỹ năng chúng ta có thể học được. V...",15,25740,13,5.0,1,Eric Jorgenson,CÔNG TY CỔ PHẦN RIO BOOK VIỆT NAM,Bìa mềm,272,Nhà Xuất Bản Dân Trí,2023-12-01 00:00:00,21 x 14 cm,,,"Phương Anh dịch, Nhật Mỹ hiệu đính",,,,,,,,,,,
Dám bị ghét,83260,119000,119000,Các mối quan hệ xã hội thật mệt mỏi.Cuộc sống sao mà nhạt nhẽo và vô nghĩa.Bản thân mình xấu xí và kém cỏi.Quá khứ đầy buồn đau còn tương lai thì mờ mịt.Yêu cầu của người khác thật khắc nghiệt và ...,772,35740,30,5.0,42,Koga Fumitake,Nhã Nam,Bìa mềm,333,Nhà Xuất Bản Dân Trí,2023-08-24 00:00:00,14 x 20.5cm,,,Nguyễn Thanh Vân,,,,,,,,,,,
Cuộc đời và số phận,322000,460000,460000,"Xoay quanh trận Stalingrad, trận chiến mang tính bước ngoặt trong Thế chiến Hai, Cuộc đời và Số phận muốn nắm bắt tinh thần của một thời đại bão tố mà nước Nga trải qua. Đó là một bức tranh mênh mông ...",186,138000,30,4.8,23,Vasily Semyonovich Grossman,Nhã Nam,Bìa mềm,826,Nhà Xuất Bản Hội Nhà Văn,2023-08-24 00:00:00,17x25 cm,,,Thiên Nga,,,,,,,,,,Phiên bản thường,
Chiến tranh không có một khuôn mặt phụ nữ (Tái bản),118000,180000,180000,"Chiến tranh không có một khuôn mặt phụ nữ - một tác phẩm của tác giả đoạt giải Nobel Văn chương 2015 Svetlana Alexievich - là bản dịch đầy đủ nhất từ trước tới nay, không cắt gọt, không kiểm duyệt của...",813,62000,34,4.8,84,Svetlana Alexievich,Tao Đàn,Bìa mềm,464,Nhà Xuất Bản Hội Nhà Văn,2023-08-08 00:00:00,"14 x 20,5 cm",,,Nguyên Ngọc,,,,,,,,,,Phiên bản thường,
Ông Tướng Tình Báo Bí Ẩn Và Những Điệp Vụ Siêu Hạng,80240,118000,118000,"ÔNG TƯỚNG TÌNH BÁO BÍ ẨN NHỮNG ĐIỆP VỤ SIÊU HẠNGSự hy sinh thầm lặng, những chiến công hiển hách cùng di sản quân sự - chính trị quý giá của vị tướng lừng lẫy Đặng Trần Đức (ông Ba Quốc) - Dân tộc Vi...",379,37760,32,5.0,35,Hoàng Hải Vân,First News - Trí Việt,Bìa mềm,232,Nhà Xuất Bản Tổng hợp TP.HCM,2023-03-03 00:00:00,14.5 x 20.5 cm,,,,,,,,,,,,,Phiên bản thường,
Sao Ta Làm Điều Ta Làm,114240,168000,168000,"“SAO TA LÀM ĐIỀU TA LÀM”Thấu hiểu động lực; Giải mã hành vi; Làm chủ cuộc đời – Quyển sách chứa đựng hy vọng, cho biết những gì chúng ta có thể làm với chính mìnhLiệu rằng, mọi quyết định mà bạn đưa...",399,53760,32,5.0,17,Edward L.Deci,First News - Trí Việt,Bìa mềm,320,Nhà Xuất Bản Dân Trí,2023-01-01 00:00:00,"14,5 x 20.5 cm",,,Huỳnh Hiếu Thuận,,,,,,,,,,Phiên bản thường,
"Súng, Vi Trùng Và Thép (Tái bản)",246000,339000,339000,"“Súng, vi trùng và thép: Định mệnh của các xã hội loài người” là cuốn sách khoa học phổ thông thứ hai và nổi tiếng nhất của Jared Diamond, được xuất bản lần đầu trên thế giới vào năm 1997.Cuốn sách đ...",1356,93000,27,5.0,108,Jared Diamond,OMEGA PLUS+,Bìa mềm,660,Nhà Xuất Bản Thế Giới,2022-10-01 00:00:00,16 x 24 cm,,,Trần Tiễn Cao Đăng,,,,,,,,,,Phiên bản thường,
Search Inside Yourself – Tìm kiếm bên trong bạn (Tái bản),93125,149000,149000,"Tất cả chúng ta đều biết công cụ tìm kiếm Google và công ty Google với văn hóa doanh nghiệp tuyệt vời nổi tiếng khắp thế giới, nhưng liệu có bao nhiêu người trong số chúng ta biết được điều gì đã làm ...",2236,55875,38,4.7,102,Chade-Meng Tan,Thái Hà,Bìa mềm,344,Nhà Xuất Bản Lao Động,2022-09-01 00:00:00,15.5 x 22 cm,,,Kiều Anh Tú,,,,,,,,,,Phiên bản thường,
Án Mạng Trên Chuyến Tàu Tốc Hành Phương Đông,84000,120000,120000,Một tên giết người trên chuyến tàu tốc hành Phương Đông được phát hiện đã bị giết chết bởi 12 nhát dao khác nhau. Phải chăng hung thủ là người ngoài hay chính 12 hành khách - vốn có mối thù với hắn - ...,733,36000,30,5.0,111,Agatha Christie,NXB Trẻ,Bìa mềm,298,NXB Trẻ,2022-08-08 00:00:00,13x20 cm,,,Tuấn Việt,,,,,,,,,,Phiên bản thường,
Harry Potter và Hòn đá phù thủy (Tái Bản 2022),111000,150000,150000,"Khi một lá thư được gởi đến cho cậu bé Harry Potter bình thường và bất hạnh, cậu khám phá ra một bí mật đã được che giấu suốt cả một thập kỉ. Cha mẹ cậu chính là phù thủy và cả hai đã bị lời nguyền củ...",1402,39000,26,5.0,142,J.K.Rowling,NXB Trẻ,Bìa mềm,366,NXB Trẻ,2022-08-01 00:00:00,14 x 20 cm,,,Lý Lan,,,,,,,,,,Phiên bản thường,
Tâm,56800,89000,89000,"Dù là ai, chúng ta cũng chỉ có thời gian là những khoảnh khắc được ban tặng ở hiện tại. Việc sống tại khoảnh khắc này với một cái tâm như thế nào sẽ quyết định cuộc đời của chúng ta. Vận may có thể đế...",606,32200,36,5.0,39,Inamori Kazuo,Thái Hà,Bìa mềm,204,Nhà Xuất Bản Công Thương,2022-07-01 00:00:00,13 x 19 cm,,,Thanh Huyền,,,,,,,,,,Phiên bản thường,
Đắc Nhân Tâm (Bìa Mềm)(Tái Bản),66200,86000,86000,"Đắc nhân tâm của Dale Carnegie là quyển sách nổi tiếng nhất, bán chạy nhất và có tầm ảnh hưởng nhất của mọi thời đại. Tác phẩm đã được chuyển ngữ sang hầu hết các thứ tiếng trên thế giới và có mặt ở h...",2031,19800,23,5.0,208,Dale Carnegie,First News - Trí Việt,Bìa mềm,320,Nhà Xuất Bản Tổng hợp TP.HCM,2021-07-01 00:00:00,14.5 x 20.5 cm,Nhà bán giao hàng cho khách hàng,,Nguyễn Văn Phước,,,,,,,,,,,
Bí Mật Tư Duy Triệu Phú (Tái Bản),86400,108000,108000,"""Ai cũng có một cuộc sống, ai cũng làm việc cần cù, ai cũng ước mơ được thành công, nhưng không mấy ai may mắn học được cách tư duy độc đáo và tầm nhìn của những tỷ phú lừng danh đã tiết lộ trong cuốn...",413,21600,20,5.0,47,T.Harv Eker,First News - Trí Việt,Bìa mềm,292,Nhà Xuất Bản Tổng hợp TP.HCM,2021-06-01 00:00:00,14.5 x 20.5 cm,Nhà bán giao hàng cho khách hàng,,Kim Liên,,,,,,,,,,,
Từ Tốt Đến Vĩ Đại (Tái bản 2021),99000,130000,130000,"Jim Collins cùng nhóm nghiên cứu đã miệt mài nghiên cứu những công ty có bước nhảy vọt và bền vững để rút ra những kết luận sát sườn, những yếu tố cần kíp để đưa công ty từ tốt đến vĩ đại. Đó là những...",11386,31000,24,5.0,1276,N/A,NXB Trẻ,Bìa mềm,484,NXB Trẻ,2021-03-13 16:01:37,14.5 x 20.5  x 2 cm,,, Trần Thị Ngân Tuyến,,,,,,,,,,Phiên bản thường,
Không Đến Một (Tái Bản - Bìa Cam),83000,110000,110000,"Nếu bạn muốn xây dựng một tương lai tốt đẹp hơn, bạn phải tin vào bí mật.Bí mật lớn nhất của thời đại chúng ta là vẫn còn những lĩnh vực và phát minh mới cần chúng ta khám phá và tạo ra. Trong Không ...",2846,27000,25,5.0,321,Blake Masters,NXB Trẻ,Bìa mềm,276,NXB Trẻ,2021-01-01 00:00:00,13 x 20.5 cm,,,Trần Quốc Khánh,,,,,,,,,,Phiên bản thường,
"Ho’Oponopono: Sống Như Người Hawaii – Chấp Nhận, Biết Ơn Và Tha Thứ",95900,109000,109000,"Từ ngàn xưa, các bậc trưởng lão người Hawaii đã kể những câu chuyện cổ tích về thế giới và Trái đất. Từng câu từng chữ của họ dần ngấm vào tâm trí người dân nơi đây và khắc sâu vào đó những quy luật c...",967,13100,12,5.0,140,Carole Berger,Thái Hà,Bìa mềm,160,Nhà Xuất Bản Công Thương,2020-08-15 00:00:00,15.5 x 24cm,Nhà bán giao hàng cho khách hàng,,,,,,,,,,,,,
CẨM NANG MUA BÁN NHÀ,98000,98000,98000,"AI NÊN ĐỌC CUỐN SÁCH NÀY?Sau nhiều năm lao động vất vả, bạn đã dành dụm được số tiền lớn để thực hiện ước mơ “an cư lạc nghiệp”. Ngôi nhà là một tài sản có giá trị lớn trong đời, một giao dịch tiền t...",1291,0,0,4.7,146,N/A,Công ty luật bất động sản Hưng Vượng,Bìa mềm,203,Nhà Xuất Bản Tổng hợp TP.HCM,2020-04-15 19:45:21,,,,,,,,,,,,,,,
DƯỠNG TÂM GIÀU CÓ DƯỠNG THÂN NGHÈO KHÓ - NGUYỄN ANH DŨNG,49000,98000,98000,"“Dưỡng tâm giàu có Dưỡng Thân Nghèo Khó” là cuốn sách mang lại định nghĩa hoàn hảo về “sự giàu có”. Sự giàu có là một đáp án khiến tôi mất nhiều năm để nhận thức nên, cũng chính là triết lý xuyên suốt...",3072,49000,50,4.6,73, Nguyễn Anh Dũng,SBOOKS,Bìa mềm,144,Nhà Xuất Bản Thế Giới,2020-02-17 09:58:28,,,,,,,,,,,,,,,
Ngày Xưa Có Một Con Bò…(Tái Bản),53000,70000,70000,"Khởi đầu bằng một câu chuyện mang tính ngụ ngôn vừa ngắn gọn, vừa dễ hiểu, cuốn sách rút ra một bài học sâu sắc nhưng thật đơn giản cho những ai vẫn đang vật lộn tìm kiếm thành công ở đời: những lời b...",11225,17000,24,4.8,1020,Camilo Cruz,NXB Trẻ,Bìa mềm,148,NXB Trẻ,2019-12-01 00:00:00,13 x 20 cm,,,Nguyễn Hoàng Yến Phương,,,,,,,,,,Phiên bản thường,
Vĩ Đại Do Lựa Chọn (Tái Bản),119000,165000,165000,"Jim Collins là tác giả của hai đầu sách nổi tiếng - Từ tốt đến vĩ đại và Xây dựng để trường tồn. Cùng với phương pháp nghiên cứu như hai cuốn đầu tiên, trong quyển sách này, Jim Collins cùng với Morte...",4175,46000,28,5.0,210,Jim Collins,NXB Trẻ,Bìa mềm,416,NXB Trẻ,2018-12-01 00:00:00,14.5 x 20.5 cm,,,"Nguyễn Dương Hiếu, Tô Tưởng Quỳnh",,,,,,,,,,Phiên bản thường,
D.Trump - Tôi Đã Làm Giàu Như Thế,70000,92000,92000,"D.Trump - Tôi Đã Làm Giàu Như Thế Tài sản của tổ chức The Trump Organization đã có mặt trên khắp nước Mỹ và nhiều quốc gia trên thế giới. Chủ nhân của những toà cao ốc, biệt thự, khách sạn - sòng bạc...",3917,22000,24,4.8,327,Donald J. Trump,NXB Trẻ,,280,NXB Trẻ,,"14 x 20cm
",,,,,,,,,,,,,,
Dấu Ấn Hoàng Gia - Tập 24,27000,30000,30000,"“Tương truyền, khi chòm sao Sopdet xuất hiện ở Ai Cập ta, một thiếu nữ hoàng kim tỏa hào quang rực rỡ sẽ hiện thân bên bờ sông Nile... Nàng là con gái nữ thần sông Nile Hapi. Với dung mạo kiều diễm tự...",40,3000,10,5.0,4,Chieko Hosokawa & Fūmin,Nhà Xuất Bản Kim Đồng,Bìa mềm,216,Nhà Xuất Bản Kim Đồng,,"11,3x17,6 cm",,,,,,,,,,,,,,
Vật Chứng Mất Tích,194200,279000,279000,"Nội dung sách:Khi nhân viên CIA Jenny Silkwell bị sát hại ở Maine, các quan chức chính phủ ngay lập tức lo ngại về an ninh quốc gia. Máy tính xách tay và điện thoại của cô chứa đầy bí mật quốc gia mà...",15,84800,30,5.0,2,David Baldacci,1980 Books,Bìa mềm,,Nhà Xuất Bản Dân Trí,,16x24cm,,Có,Trương Vũ Thảo Nguyên,,,,,,,,,,,
Sách - Hướng dẫn kê khai thuế dành cho dân kế toán và nhà bán hàng,135000,135000,135000,"Sách - Hướng dẫn kê khai thuế dành cho dân kế toán và nhà bán hàngBộ sách chính là hướng dẫn chi tiết giúp bạn tự tin kê khai thuế dễ dàng nhanh gọn, trang bị kiến thức về thuế một cách chắc chắn, đơ...",47,0,0,0.0,0,N/A,CÔNG TY TNHH WE UP,,,NXB Dân Trí,,,,,,,,,,,,,,,,
Tư Duy Phản Biện Như Một Luật Sư - Đừng Để Tư Duy Phản Biện Chỉ Là Kỹ Năng Xa Xỉ - Alpha Books ,101000,119000,119000,TƯ DUY PHẢN BIỆN NHƯ MỘT LUẬT SƯ Đừng Để Tư Duy Phản Biện Chỉ Là Kĩ Năng Xa XỉI. AI NÊN ĐỌC CUỐN SÁCH NÀY - Nhà quản lý giáo dục muốn tìm hiểu về phương pháp tư duy phản biện để ứng dụng rộng rãi tro...,0,18000,15,0.0,0,N/A,Alpha Books,Bìa mềm,,Nhà Xuất Bản Công Thương,,,,,,,,,,,,,,,,
"Sách ""Ngắn 2025"" - Bác sĩ Huỳnh Wynn Trần",149000,149000,149000,"Giữa nhịp sống hối hả, giữa những bước chân không ngừng, chúng ta dường như đi quá nhanh, dường như quên cách dừng lại nghe cảm xúc của mình, để rồi có lúc âm thầm bị tổn thương. Ngắn 2025 được v...",49,0,0,5.0,2,Huỳnh Wynn Trần,Công Ty TNHH VietMD.NET,Bìa mềm tay gấp,256,Nhà Xuất Bản Thế Giới,2025-04-01 10:53:04,,,,,,,,,,,,,,,
"Thế Mạnh Tuổi Trung Niên- Tìm kiếm thành công, hạnh phúc và mục đích cao đẹp ở nửa phần đời còn lại",128700,198000,198000,"THẾ MẠNH CỦA TUỔI TRUNG NIÊN – BỨT PHÁ VÀ TÁI ĐỊNH HÌNH THÀNH CÔNG ""Liệu thành công của tuổi trẻ có trở thành gánh nặng khi ta bước vào trung niên? Và làm thế nào để biến sự sa sút thành một cơ hội b...",31,69300,35,5.0,1,Arthur C. Brooks,Saigon Books,Bìa mềm,324,Nhà Xuất Bản Thế Giới,2025-03-20 00:00:00,"15,5 cm x 23,5 cm",,,Trần Anh Khôi,,,,,,,,,,,
Sách Ngữ Pháp Tiếng Anh Tối Giản dành cho người mới bắt đầu - Tác giả BS. Đỗ Trung Kiên,199000,199000,199000,"“Ngữ Pháp Tiếng Anh Tối Giản dành cho người mới bắt đầu”“Phần lớn chúng ta đều bắt đầu học tiếng Anh từ bậc tiểu học, thế nhưng sau này vẫn không thể sử dụng tiếng Anh hiệu quả do có nhiều kiến thức ...",244,0,0,5.0,20, Đỗ Trung Kiên,Nhà Xuất Bản Thế Giới,Bìa mềm,586,Nhà Xuất Bản Thế Giới,2024-11-22 18:41:46,,,,,,,,,,,,,,,
Series các tập WIND BREAKER,38000,38000,38000,"Tóm tắt nội dungVới mục đích trở thành kẻ đứng đầu của trường Fuurin, Sakura Haruka đã chuyển đến khu phố Tonpuu. Sau đó, cậu biết được về băng nhóm ""Boufuurin"" của trường. Dù họ là học sinh ...",239,0,0,5.0,18,NII Satoru,NXB Trẻ,Bìa mềm,192,NXB Trẻ,2024-10-04 00:00:00,11.3x17.6cm,,,,,,,,,,,,,,
Takenote Sổ tay kiến thức và dạng toán 7,62000,85000,85000,"Take note Sổ tay kiến thức và dạng toán 7 là nguồn tư liệu hữu ích dành cho học sinh lớp 7, với các chương đại số và hình học được biên soạn theo chương trình giáo dục quốc gia. Với tổng cộng 10 chươn...",42,23000,27,0.0,0,Lê Vũ Việt Anh,Megabook,Bìa mềm,,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,14.5x20.5 cm,,,,,,,,,,,,,,
Đắc Nhân Tâm,61000,86000,86000,Một trong những cuốn sách thay đổi cuộc đời hàng triệu người trên thế giớiĐây là phiên bản được dịch từ phiên bản “How to Win Friends and Influence People” do nhà xuất bản Simon and Schuster xuất bản...,310,25000,29,5.0,4,Dale Carnegie,Alphabooks,Bìa mềm,368,Nhà Xuất Bản Dân Trí,2024-04-15 00:00:00,14 x 20.5 cm,,,Lê Minh Ngọc,,,,,,,,,,,
Khi cha mẹ chưa trưởng thành cảm xúc,96300,149000,149000,"Giới thiệu sách""Khi cha mẹ chưa trưởng thành cảm xúc"" là một cuốn sách mang tính tâm lý sâu sắc, giúp độc giả hiểu rõ hơn về những ảnh hưởng tiêu cực mà cha mẹ chưa trưởng thành cảm xúc gây ra lên co...",191,52700,35,5.0,8,Lindsay C.Gibson,Thái Hà,Bìa mềm,324,Nhà Xuất Bản Lao Động,2023-07-01 00:00:00,15x23cm,,,Khải Nguyễn,,,,,,,,,,,
"Sách PACE Books - Tâm thức lãnh đạo (The Mind Of The Leader) - Rasmus Hougaard, Jacqueline Carter",160000,205000,205000,"Là con người, tất cả chúng ta đều bị thúc đẩy bởi các nhu cầu cơ bản như tìm thấy ý nghĩa, hạnh phúc, sự kết nối giữa con người và mong muốn đóng góp tích cực cho xã hội. Điều đó đúng cho lúc ta ở nhà...",1074,45000,22,5.0,84,Rasmus Hougaard,Viện Quản lý PACE,Bìa cứng,316,Nhà Xuất Bản Tổng hợp TP.HCM,2021-03-15 00:00:00,15 x 23 cm,,,Hoàng Mạnh Hải,,,,,,,,,,Phiên bản thường,
"Tự học nhạc lý cơ bản (Phương pháp trình bày khoa học - Diễn giải tỉ mỉ, chi tiết - Nhiều ví dụ minh họa cụ thể - Bài tập thực hành phong phú) (Tái bản có bổ sung sửa chữa)",86000,135000,135000,"Tự Học Nhạc Lý Cơ Bản là quyển sách giúp người đọc dễ dàng hơn trong việc tìm hiểu các kiến thức âm nhạc vừa cơ bản vừa thiết thực, đặc biệt với đối tượng độc tấu nhạc cụ, người đam mê học hát và đệm ...",347,49000,36,5.0,16,Cù Minh Nhật,Huy Hoàng Bookstore,Bìa mềm,208,Nhà Xuất Bản Dân Trí,2023-10-07 00:00:00,19 x 27 cm,,,,,,,,,,,,,Phiên bản thường,
