Name,Price (new),Price (old),Price (original),Description,Sold,Discount,Discount Rate,Rating,Review Count,Author,Công ty phát hành,Ngày xuất bản,Loại bìa,Phương thức giao hàng Seller Delivery,Nhà xuất bản,Phiên bản sách,Kích thước,Dịch Giả,Số trang,Thương hiệu,Xuất xứ thương hiệu,Xuất xứ (Made in),Chất liệu,Sản phẩm có được bảo hành không?,Bookcare,Ngôn ngữ
Lần Đầu Làm Bố,90000,119000,119000,"Cẩm Nang Sinh Hoạt Bằng Tranh Cho Bé - Các Kĩ Năng Cơ BảnGiới thiệu tác giảAdrian Kulp là một tác giả nổi tiếng với những cuốn sách dành cho các ông bố tương lai, đặc biệt là cuốn sách ""Lần Đầu Làm...",1509,29000,24,4.8,114,Adrian Kulp,Thái Hà,2020-02-02 00:00:00,Bìa mềm,,Nhà Xuất Bản Lao Động,Phiên bản thường,13 x 20.5 cm,Khánh Thủy,340,,,,,,,
Người Thầy (Tái Bản 2023),213600,267000,267000,"    Người Thầy   Nhân vật trung tâm trong cuốn sách là ông Ba Quốc, tức Thiếu tướng, Anh hùng Lực lượng vũ trang (LLVT) nhân dân Đặng Trần Đức, một nhà tình báo xuất sắc của tình báo quốc phòng Vi...",66,53400,20,5.0,4,N/A,NXB Tổng Hợp TPHCM,,,Nhà bán giao hàng cho khách hàng,Nhà Xuất Bản Quân Đội Nhân Dân,,,,,,,,,,,
Series các tập Nhóc Maruko,38600,39100,39100,"“Nhóc Maruko” ra đời năm 1986, là bộ truyện tranh đình đám không chỉ ở Nhật Bản mà còn ở Việt Nam và rất quen thuộc với thế hệ độc giả 8x, 9x. Bộ truyện được sáng tác dựa trên chính tuổi thơ của tác g...",1151,500,1,5.0,62,Momoko Sakura,Kim Đồng,2023-08-09 00:00:00,Bìa mềm,,Nhà Xuất Bản Kim Đồng,,13x18 cm,Hương Giang,176,,,,,,,
Giao Tiếp Bất Bạo Động (Nonviolent Communication),118000,155000,155000,"GIAO TIẾP BẤT BẠO ĐỘNG (Nonviolent Communication)Bối cảnh cuộc sống ngày nay có đầy những sự xung đột, mâu thuẫn giữa các cá nhân, giữa các nhóm và giữa các quốc gia. Một trong những lý do chính của ...",2440,37000,24,5.0,126,N/A,Viện Quản lý PACE,2022-01-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Tổng hợp TP.HCM,Phiên bản thường,14 x 21 cm,Lê Nguyễn Trần Huỳnh,268,,,,,,,
Ai Che Lưng Cho Bạn,91000,140000,140000,"Ai Che Lưng Cho BạnThành công không chỉ là thành quả của sự thông minh và cũng không chỉ xuất phát từ bản thân con người bạn, mà nó phụ thuộc rất nhiều vào những mối quan hệ khác quanh bạn. Làm sao đ...",6069,49000,35,4.8,265,Keith Ferrazzi,NXB Trẻ,2017-06-26 15:16:20,Bìa mềm,,NXB Trẻ,Phiên bản thường,14 x 20.5 cm,Trần Thị Ngân Tuyến,424,,,,,,,
Cô Hầu Gái,108540,162000,162000,"“Chào mừng đến với gia đình,” Nina Winchester vừa nói vừa bắt tay tôi bằng đôi bàn tay thon thả của cô ấy. Tôi mỉm cười lịch sự, nhìn quanh hành lang lát đá cẩm thạch. Làm việc ở đây là cơ hội cuối cù...",285,53460,33,4.7,29,Freida McFadden,Mintbooks,2023-01-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Thanh Niên,Phiên bản thường,"14,5 x 20,5 cm",Mai Trang,428,,,,,,,
Britt-Marie Đã Ở Đây (Fredrid Backman),148500,165000,165000,Britt-Marie không chịu được sự bừa bãi. Một cái khay đựng đầy dao kéo vô tổ chức luôn nằm ở đầu danh sách những tội ác không thể dung thứ của bà. Bà không phải là kẻ đi phán xử khác người – bất kể họ ...,0,16500,10,0.0,0,Fredrik Backman,NXB Trẻ,2023-01-01 00:00:00,Bìa mềm,,NXB Trẻ,,13x20 cm,Hoàng Anh,448,,,,,,,
Y học dinh dưỡng - Những điều bác sĩ không nói với bạn,170000,189000,189000,"Tuy là một bác sĩ nhiều năm kinh nghiệm, nhưng bác sĩ Ray Strand đã phải bó tay chứng kiến người vợ bị những cơn đau mãn tính hành hạ. Từ đó ông đã đồng ý thử chế độ bổ sung dinh dưỡng mà một người hà...",0,19000,10,0.0,0,BS Ray D.Strand,Omega Plus,2022-12-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Dân Trí,,14.0 x 20.5 cm,Đăng Thư,400,,,,,,,
Ung thư không phải là bệnh (Tái bản),138000,189000,189000,"Ung thư không phải là bệnhNhững gì bạn sắp đọc có thể sẽ làm lung lay, thậm chí làm sụp đổ, nền tảng niềm tin của bạn về cơ thể, sức khỏe và việc chữa bệnh. Nhan đề Ung thư không phải là bệnh có thể ...",844,51000,27,4.7,41,Andreas Moritz,Thái Hà,2022-11-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Thế Giới,Phiên bản thường,15.5 x 24 cm,Quế Chi,463,,,,,,,
Dám Nghĩ Lại,114240,168000,168000,“DÁM NGHĨ LẠI”- Sức mạnh của việc biết mình không biết -Mười hai trong số mười lăm thành viên đội cứu hỏa đã tử nạn trong đám cháy gần đỉnh Mann Gulch vào năm 1949. Hai trong số ba người sống sót là...,2753,53760,32,5.0,136,Adam Grant,First News - Trí Việt,2022-12-12 00:00:00,,,Nhà Xuất Bản Dân Trí,Phiên bản thường,16x24 cm,Nguyễn Đức Nhật,340,,,,,,,
Pippi Tất Dài,86250,125000,125000,"Pippi Tất DàiGiới thiệu sách""Pippi Tất Dài"" là một cuốn sách nổi tiếng toàn cầu, kể về cô bé Pippi – nhân vật biểu tượng của tuổi thơ với những cuộc phiêu lưu kỳ thú và đầy màu sắc. Được yêu mến bở...",994,38750,31,4.8,52,Astrid Lindgren,Nhã Nam,2022-08-08 00:00:00,Bìa mềm,,Nhà Xuất Bản Văn Học,Phiên bản thường,14 x 20.5cm,Vũ Hương Giang,380,,,,,,,
Điệp Viên Hoàn Hảo X6 - Phạm Xuân Ẩn,142400,178000,178000,    Điệp Viên Hoàn Hảo X6 - Phạm Xuân Ẩn   Ấn bản mới này có bổ sung Lời giới thiệu của tác giả cho lần tái bản 2013 “Sáu năm sau: hồi tưởng về sách Điệp Viên Hoàn Hảo”. Larry Berman viết: “…cuộc ...,274,35600,20,5.0,14,Larry Berman,FIRST NEWS,,,Nhà bán giao hàng cho khách hàng,Nhà Xuất Bản Dân Trí,,,,,,,,,,,
Làm Chủ Bình Minh - Sống Đời Xuất Chúng - CLB 5 Giờ Sáng (Robin Sharma),133000,185000,185000,"Nhà xuất bản Trẻ giới thiệu đến Quý vị sách mới của Robin Sharma, một trong những tác giả bestseller về mảng sách kỹ năng hiện nay tại Việt Nam và trên thế giới. Ông được nhiều độc giả biết đến qua cá...",6501,52000,28,5.0,164,Robin Sharma,NXB Trẻ,2023-02-06 00:00:00,Bìa mềm,,NXB Trẻ,Phiên bản thường,13 x 20.5 cm,Võ Công Hùng,478,,,,,,,
Điều Đẹp Nhất Có Khi Là Buông Tay (Tặng Kèm Bookmark),48239,72000,72000,"“Những điều được định sẵn là dành cho bạn sẽ đến với bạn, ngay cả khi nó bị chôn vùi dưới hai ngọn núi. Những điều không được định sẵn là dành cho bạn sẽ không đến với bạn, ...",5698,23761,33,4.8,636,Thought Catalog,Skybooks,2021-09-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Hà Nội,Phiên bản thường,13 x 19 cm,Phương Hoa,160,,,,,,,
Rừng Nauy (Tái Bản),144000,180000,180000,"Câu chuyện bắt đầu từ một chuyến bay trong ngày mưa ảm đạm, một người đàn ông 37 tuổi chợt nghe thấy bài hát gắn liền với hình ảnh người yêu cũ, thế là quá khứ ùa về xâm chiếm thực tại. Mười tám năm t...",399,36000,20,5.0,57,Haruki Murakami,Nhã Nam,2021-07-15 00:00:00,Bìa mềm,Nhà bán giao hàng cho khách hàng,Nhà Xuất Bản Hội Nhà Văn,,13 x 20.5 cm,Trịnh Lữ,556,,,,,,,
Máy Tính CASIO FX580VN X-BU (Màu,740000,779000,779000,"Bộ Máy Tính Casio FX 580 VN XMáy Tính Casio FX580VN X-BU (Màu Xanh) thuộc dòng máy tính khoa học ClassWiz, được hãng máy tính Casio Nhật Bản sản xuất dành riêng cho nền giáo dục Việt. Sản phẩm tích h...",2544,39000,5,5.0,724,N/A,,,,Nhà bán giao hàng cho khách hàng,,,,,,Casio,Nhật Bản,Thái Lan,,Không,,
Combo 2 Tập : 999 Lá Thư Gửi Cho Chính Mình (Tái Bản),167700,258000,258000,"“999 lá thư gửi cho chính mình” là một tác phẩm đặc biệt đầy cảm hứng đến từ tác giả văn học mạng nổi tiếng Miêu Công Tử, mang một màu sắc riêng biệt qua những lời thư nhỏ nhắn nhủ đến người đọc về gi...",7786,90300,35,5.0,1225,Miêu Công Tử,VanVietBooks,2021-06-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Thanh Niên,Phiên bản thường,12.5 x 18 cm,Quỳnh Nhi,432,,,,,,,
Thất Lạc Cõi Người (Bìa Mềm),101000,119000,119000,"Thất Lạc Cõi Người là một tác phẩm kinh điển nổi tiếng của văn học Nhật Bản hiện đại và là cuốn tiểu thuyết cuối cùng của Dazai Osamu. Thất Lạc Cõi Người mang nhiều nét tự thuật, là một tiểu thuyết tự...",1043,18000,15,4.8,325,Dazai Osamu,Phương Nam Book,2021-01-01 17:39:10,Bìa mềm,,Nhà Xuất Bản Hội Nhà Văn,,13 x 20.5 cm,Hoàng Long,271,,,,,,,
Chúa Ruồi - Tiểu Thuyết (Nobel Văn Chương 1983)(Tái Bản 2020),77400,88000,88000,"Sơ lược về tác phẩm Nobel văn chương 1983 Trong một cuộc chiến tranh nguyên tử, mấy chục đứa trẻ chưa đến tuổi thiếu niên “may mắn” sống sót trên một hoang đảo sau khi chiếc máy bay chở chúng đi...",141,10600,12,5.0,34,William Golding,Nhã Nam,2020-04-01 00:00:00,Bìa mềm,Nhà bán giao hàng cho khách hàng,Nhà Xuất Bản Văn Học,,13 x 20.5 cm,,326,,,,,,,
Thiên Nga Đen (Tái Bản 2020),254100,299000,299000,"Thiên Nga ĐenTrước khi khám phá ra thiên nga đen tồn tại trên đời (ở Úc), người ta vẫn tin rằng tất cả chim thiên nga trên đời đều có màu trắng. Phát hiện bất ngờ này đã thay đổi toàn bộ thế giới quan...",314,44900,15,5.0,65,Nassim Nicholas Taleb,Alphabooks,2020-02-02 00:00:00,Bìa mềm,Nhà bán giao hàng cho khách hàng,Nhà Xuất Bản Thế Giới,,16 x 24 cm,,628,,,,,,,
Sách Hiểu Về Trái Tim (Tái Bản 2019) - Minh Niệm,126400,158000,158000,"Hiểu Về Trái Tim – Cuốn Sách Mở Cửa Thề Giới Cảm Xúc Của Mỗi NgườiXuất bản lần đầu tiên vào năm 2011, Hiểu Về Trái Tim trình làng cũng lúc với kỷ lục: cuốn sách có số lượng in lần đầu lớn nhất: 100....",36865,31600,20,4.8,3713,Minh Niệm,First News - Trí Việt,2019-11-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Tổng hợp TP.HCM,Phiên bản thường,13 x 20.5 cm,,480,,,,,,,
21 Bài Học Cho Thế Kỷ 21,171300,209000,209000,"Sau khi tìm hiểu quá khứ và tương lai của nhân loại qua hai cuốn sách gây tiếng vang là Sapiens và Homo deus, Yuval Noah Harari đi sâu vào các vấn đề “ngay tại đây” và “ngay lúc này”, tức các sự kiện ...",509,37700,18,5.0,93,Yuval Noah Harari,Nhã Nam,2019-09-01 00:00:00,Bìa mềm,Nhà bán giao hàng cho khách hàng,,,15.5 x 24 cm,,434,,,,,,,
Nghệ Thuật Tư Duy Chiến Lược,203100,239000,239000,Có phải những người chiến thắng các chương trình truyền hình thực tế được trời phú cho trí thông minh và kỹ năng hơn người?Có phải các nhà đầu tư vĩ đại có thể nhìn thấy những điều mà hầu hết mọi ngư...,222,35900,15,4.6,11,Avinash K. Dixit,Alphabooks,2019-03-01 00:00:00,Bìa mềm,Nhà bán giao hàng cho khách hàng,,,16 x 24 cm,Kim Phúc,560,,,,,,,
Những Truyện Hay Viết Cho Thiếu Nhi - Tô Hoài (Tái Bản 2019),66400,80000,80000,"Tập truyện tuyển chọn những truyện hay viết cho thiếu nhi của nhà văn Tô Hoài: Đám cưới chuột, Võ sĩ Bọ Ngựa, Dê và Lợn, Hai con ngỗng, Bàn Quý và Ngựa Con, Mùa xuân đã về đấy…“Bạn đọc nhỏ tuổi hay n...",520,13600,17,5.0,55,Tô Hoài,Nhà Xuất Bản Kim Đồng,2019-02-14 00:00:00,Bìa mềm,Nhà bán giao hàng cho khách hàng,,,14.5 x 20.5 cm,,304,,,,,,,
Cho Tôi Xin Một Vé Đi Tuổi Thơ,73600,90000,90000,Truyện Cho tôi xin một vé đi tuổi thơ là sáng tác mới nhất của nhà văn Nguyễn Nhật Ánh. Nhà văn mời người đọc lên chuyến tàu quay ngược trở lại thăm tuổi thơ và tình bạn dễ thương của 4 bạn nhỏ. Những...,21218,16400,18,4.8,1694,Nguyễn Nhật Ánh,NXB Trẻ,2018-11-11 00:00:00,Bìa mềm,,NXB Trẻ,Phiên bản thường,13 x 20 cm,,208,,,,,,,
Lược Sử Nước Việt Bằng Tranh,100800,140000,140000,"Lược Sử Nước Việt Bằng Tranh Cuốn sách điểm những mốc cơ bản và nổi bật nhất, những hình dung khái quát nhất của lịch sử Việt Nam từ thời hồng hoang dựng nước cho đến tận ngày nay. Khuôn khổ sách the...",1045,39200,28,4.6,9,.,Nhà Xuất Bản Kim Đồng,2016-03-06 00:00:00,Bìa mềm,,Nhà Xuất Bản Kim Đồng,,30 x 18 cm,,68,,,,,,,Tiếng Việt
One Piece Tập 106,22500,25000,25000,"Băng Hải tặc Mũ Rơm đã đặt chân lên đảo Egghead. Ở đó có khu nghiên cứu của Dr. Vegapunk cùng vô số kĩ thuật chưa ai biết tới khiến máu thám hiểm trong người Luffy rần rần kích động!! Trong lúc đó, CP...",35,2500,10,5.0,1,Takara,Nhà Xuất Bản Kim Đồng,,Bìa mềm,,Nhà Xuất Bản Kim Đồng,,"11,3x17,6cm",,204,,,,,,,
52Hz -  TẬP 2,136080,189000,189000,"Yến Hạc Thanh có số phận cực kì thê thảm. Từ nhỏ cậu và em trai sinh đôi bị đem đến cô nhi viện, người em được nhận vào nhà giàu, còn cậu lại bị cha mẹ nuôi g.h.ẻ lạnh. Đến năm 18 tuổi, họ đem bán cậu...",67,52920,28,4.3,8,Nhị Nguyệt Trúc,Moon Novels,2025-05-12 00:00:00,Bìa mềm,,Nhà Xuất Bản Hà Nội,,14.5 x 20.5 cm,,496,,,,,,,
"Sách - Hồi Ký Nguyễn Thị Bình - Gia Đình, Bạn Bè, Đất Nước",151000,159000,159000,"Hồi Ký Nguyễn Thị Bình - Gia Đình, Bạn Bè, Đất Nước - Bìa mềmNỘI DUNG CHÍNHĐây là cuốn hồi ký của bà Nguyễn Thị Bình, nguyên Phó Chủ tịch nước, nữ Bộ trưởng Ngoại giao đầu tiên, Trưởng đoàn đàm phán...",136,8000,5,5.0,6,Nguyễn Thị Bình,Alpha Books,2023-12-21 14:00:00,Bìa mềm,Nhà bán giao hàng cho khách hàng,Nhà Xuất Bản Chính Trị Quốc Gia Sự Thật,,,,,,,,,,,
Kho tàng truyện cổ tích Việt Nam  (Bộ 2 quyển),834000,1200000,1200000,"KHO TÀNG TRUYỆN CỔ TÍCH VIỆT NAM (Bộ 2 quyển, in lần thứ 11, hiệu chỉnh đầy đủ theo bản gốc, bao gồm phần Khảo dị) Tập 1: 1096 trang; tập 2: 920 trang Tập 1: 978-604-493-277-4; tập 2: 978-604-493-278...",24,366000,31,4.7,3,Nguyễn Đổng Chi,Công Ty Cổ Phần Văn Hóa Đông A,2025-04-25 00:00:00,Bìa cứng,,Nhà Xuất Bản Hội Nhà Văn,,"18,5 cm x 26,5 cm",,1096,,,,,,,
Ti nam 2 - Kẻ hai mặt,261000,320000,320000,"Sóng lớn ngập hành cung, tiệc mừng thọ ríu ran, tiếng nói cười thoắt chốc thành cảnh tang thương hỗn loạn. Nàng ái phi bị hành thích giữa thanh thiên bạch nhật, quan tri phủ chết ngạt trong chậu nước ...",0,59000,18,0.0,0,Châu Văn Văn,Nhã Nam,2025-03-13 00:00:00,Bìa mềm,,Nhà Xuất Bản Hà Nội,,14 x 20.5 x 3.8 cm,,756,,,,,,,
Một Đời Dài Rộng Hãy Thương Lấy Mình,89000,105000,105000,"Cảm ơn vì đã ở lại. Cảm ơn vì chúng mình đã cùng nhau đi qua những ngày giông bão, vì đã không buông tay giữa những chênh vênh của cuộc đời. Để đến được ngày hôm nay, mỗi chúng ta đều đã kiên cường ...",0,16000,15,0.0,0,Gác Mái,Blue.Books,,,,Nhà Xuất Bản Văn Học,,,,192,,,,,,,
Mê cung của linh hồn,258300,369000,369000,"Năm chín tuổi, cô bé Alicia mất cả cha lẫn mẹ khi Barcelona bị đánh bom dã man trong cuộc nội chiến Tây Ban Nha. Hai mươi năm sau, cô vẫn mang trong mình những vết sẹo thể chất và tâm lý từ quá khứ bạ...",54,110700,30,5.0,6,Carlos Ruiz Zafón,Nhã Nam,2025-03-13 00:00:00,Bìa mềm,,Nhà Xuất Bản Thế Giới,,15.5 x 24 x 4 cm,,776,,,,,,,
"Thế Mạnh Tuổi Trung Niên- Tìm kiếm thành công, hạnh phúc và mục đích cao đẹp ở nửa phần đời còn lại",128700,198000,198000,"THẾ MẠNH CỦA TUỔI TRUNG NIÊN – BỨT PHÁ VÀ TÁI ĐỊNH HÌNH THÀNH CÔNG ""Liệu thành công của tuổi trẻ có trở thành gánh nặng khi ta bước vào trung niên? Và làm thế nào để biến sự sa sút thành một cơ hội b...",27,69300,35,5.0,1,Arthur C. Brooks,Saigon Books,2025-03-20 00:00:00,Bìa mềm,,Nhà Xuất Bản Thế Giới,,"15,5 cm x 23,5 cm",Trần Anh Khôi,324,,,,,,,
Ngày Ấy Buông Tay Hóa Ra Là Chuyện Tốt,75600,105000,105000,"NGÀY ẤY BUÔNG TAY HÓA RA LÀ CHUYỆN TỐTCó đôi khi trong cuộc sống, chúng ta sẽ băn khoăn về câu hỏi ""thời điểm đúng"" để yêu hay để buông bỏ. Nhưng liệu thật sự có một ""thời điểm đúng"" nào để làm những...",76,29400,28,5.0,1,23thang12,Skybooks,2025-05-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Phụ Nữ,,13 x 18 cm,,240,,,,,,,
Quản Lý Nghiệp (Tái Bản),39500,44200,44200,Quản lý Nghiệp (Karmic Management) là cuốn sách được chờ đợi rất lâu sau cuốn Năng đoạn Kim cương đã ra đời cách đây 10 năm - một trong những cuốn sách kinh doanh được ưa chuộng và đã được dịch ra hơn...,3479,4700,11,5.0,158,Geshe Michael Roach,Thái Hà,2021-08-15 00:00:00,Bìa mềm,,Nhà Xuất Bản Lao Động,Phiên bản thường,12 x 20 cm,"Thủy Hương, Hoàng Tùng",159,,,,,,,
"Chầm Chậm Gặp Gỡ, Từ Từ Bên Nhau",52800,88000,88000,"CHẦM CHẬM GẶP GỠ, TỪ TỪ BÊN NHAU“Thông qua ngôn ngữ của tình yêu, bạn sẽ thấy được yêu một người sẽ tuyệt vời như thế nào.Những con đường bạn đi sẽ không còn đơn độc, nơi bạn trở về sẽ luôn có người...",180,35200,40,5.0,4,An.,Skybooks,2024-12-11 09:12:59,Bìa mềm,,Nhà Xuất Bản Phụ Nữ Việt Nam,,<p>12x17cm</p>,,,,,,,,,
Long Life Learning - Học Tập Suốt Đời,121000,159000,159000,"Với sự phát triển chóng mặt của công nghệ, tương lai của thị trường lao động trở nên bất định, khó lườm hơn bao giờ hết. Người lao động có nhu cầu liên tục được đào tạo thêm để nâng cao kỹ năng, cập n...",121,38000,24,4.5,2,Michelle R. Weise,Thái Hà,,,,Nhà Xuất Bản Công Thương,,15.5 x 24 cm,Phan Quốc Dũng,272,,,,,,Có,
Jane Eyre,157000,225000,225000,"“Tôi không phải là chim, không có chiếc lồng nào có thể bẫy được tôi. Tôi là một người tự do, với một ý chí độc lập”Jane Eyre là hình tượng tiêu biểu của những số phận có vị thế hết sức khiêm nhường,...",144,68000,30,5.0,17,Charlotte Bronte,Công Ty Cổ Phần Văn Hóa Huy Hoàng,2024-05-31 00:00:00,,,Nhà Xuất Bản Văn Học,,"13,5x20,6 cm",Trần Anh Kim dịch - Nguyễn Đức Nam giới thiệu,764,,,,,,,
Càng kiên định càng thành công: 12 phẩm chất rèn luyện tâm trí vững vàng để hoàn thành xuất sắc mọi việc,160000,160000,160000,"Giới thiệu sáchTrong cuốn sách, chúng ta sẽ cùng khám phá 12 phẩm chất là nền tảng của tính sách không thể lay chuyển, dẫn đến sự thành công trong nghề nghiệp và cuộc sống cá nhân. nghiệp và cuộc sốn...",0,0,0,0.0,0,Jim Rohn,Công ty CP Sách Bizbooks,2024-09-27 00:00:00,Bìa mềm,,Nhà Xuất Bản Hồng Đức,,14x20.5cm,,268,,,,,,,
Combo Tâm Lý Học Về Tiền + Same As Ever,277000,408000,408000,"1. Same As Ever - Quy Luật Bất Biến Về Bản Chất Con Người Và Tâm Lý Làm GiàuCó câu nói rằng “Để biết được nơi bạn đang đi đến, bạn phải biết rõ nơi bạn đã từng ở”. Muốn có một tương lai chắc chắn, bạ...",66,131000,32,5.0,3,N/A,1980 Books,,,,Nhà Xuất Bản Công Thương,,,,,,,,,,,
Bắt trẻ đồng xanh,70000,100000,100000,"Holden Caulfield, 17 tuổi, đã từng bị đuổi học khỏi ba trường, và trường dự bị đại học Pencey Prep là ngôi trường thứ tư. Và rôi cậu lại trượt 4 trên 5 môn học và nhận được thông báo đuổi học. Câu chu...",238,30000,30,5.0,11,J. D. Salinger,Nhã Nam,,Bìa mềm,,Nhà Xuất Bản Hội Nhà Văn,,14*20.5cm,Phùng Khánh,328,,,,,,Có,
MANIFEST – 7 Bước Để Thay Đổi Cuộc Đời Bạn Mãi Mãi,59630,89000,89000,MANIFEST – 7 bước để thay đổi cuộc đời bạn mãi mãi“Ai đã từng nói với bạn rằng bạn không thể có tất cả. Tôi ở đây để nói với bạn rằng bạn có thể.”_ Roxie Nafousi _ Mở ra cánh cửa Manifest và giải ph...,2432,29370,33,5.0,140,Roxie Nafousi,Người Trẻ Việt,,Bìa mềm,,Nhà Xuất Bản Thế Giới,,14x20.5cm,Bạc Hà,200,,,,,,,
Ruột ơi là ruột,83299,119000,119000,"Ruột ơi là ruột mời gọi chúng ta khám phá một trong những cơ quan phức tạp nhất, quan trọng nhất và có thể nói là diệu kỳ nhất trong cơ thể, nơi cư trú của cả một thế giới sống động – với số lượng đôn...",686,35701,30,5.0,31,Giulia Enders,Nhã Nam,2023-08-24 00:00:00,Bìa mềm,,Nhà Xuất Bản Thế Giới,,14 x 20.5 cm,Nguyễn Ngọc Tú,349,,,,,,,
Nâng Tầm Dịch Vụ,117000,150000,150000,"Cuốn sách tiết lộ sức mạnh của việc cung cấp dịch vụ nâng tầm và các bước đi mà người làm dịch vụ có thể áp dụng nhằm xây dựng văn hóa dịch vụ bền vững, có thể phát huy hiệu quả hàng ngày. Cuốn sách c...",289,33000,22,5.0,7,Ron Kaufman,NXB Trẻ,,Bìa mềm,Nhà bán giao hàng cho khách hàng,NXB Trẻ,Phiên bản thường,13 x 20.5 cm,Trần Lê,436,,,,,,,
Cuộc cách mạng Glucose,107000,158000,158000,"Có tới 90 % dân số thế giới đang bị thừa glucose – nhưng hầu hết đều không biết điều đó. Chúng ta còn không biết rằng chính tình trạng này đang âm thầm gây nên các triệu chứng như thèm ăn, mệt mỏi, vô...",1586,51000,32,5.0,89,Jessie Inchauspé,Huy Hoàng Bookstore,2023-06-02 00:00:00,Bìa mềm,,Nhà Xuất Bản Thanh Niên,Phiên bản thường,13.5 x 20.5 cm,Ngạnh,372,,,,,,,
